Software / Hosting Transactions,,,,,,,,,
ULearn Limited,,,,,,,,,
For the period 1 January 2017 to 31 December 2024,,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Currency,Debit (Source),Credit (Source),Debit (EUR),Credit (EUR),Running Balance (EUR)
,,,,,,,,,
Software / Hosting,,,,,,,,,
20 Jan 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
01/20/2020-02/19/2020",INV05328839,EUR,12.64,0.00,12.64,0.00,"38,197.78"
20 Jan 2020,Spend Money,WONDER IDEA TECHNOLOGY LIMITED - Online Brochure Flipbook Software,,EUR,13.90,0.00,13.90,0.00,"38,211.68"
22 Jan 2020,Spend Money,SOFTWARE - Software / Hosting,POS21JAN Adobe.com,EUR,30.74,0.00,30.74,0.00,"38,242.42"
24 Jan 2020,Spend Money,Flickr - ULEARN,,EUR,46.56,0.00,46.56,0.00,"38,288.98"
27 Jan 2020,Spend Money,"GoDaddy.com, LLC - CARD - Domain renewal",P2401US 69.00@0.90753,EUR,62.62,0.00,62.62,0.00,"38,351.60"
27 Jan 2020,Spend Money,SOFTWARE - software,P2601BG 2.46@0.90650,EUR,2.23,0.00,2.23,0.00,"38,353.83"
29 Jan 2020,Spend Money,Zoho - Service: Zoho People,,EUR,73.80,0.00,73.80,0.00,"38,427.63"
29 Jan 2020,Spend Money,Zoho - Service Zoho people,,EUR,147.60,0.00,147.60,0.00,"38,575.23"
31 Jan 2020,Spend Money,Securi - Website security platform,,EUR,0.91,0.00,0.91,0.00,"38,576.14"
01 Feb 2020,Payable Invoice,"Fidelo - Fidelo School - Elite package
Period: 01.01.2020 until 31.01.2020",5072,EUR,460.53,0.00,460.53,0.00,"39,036.67"
03 Feb 2020,Spend Money,CARD - Google - Google Apps Bus,,EUR,9.68,0.00,9.68,0.00,"39,046.35"
05 Feb 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS04FEB PAYPAL *GODA",,EUR,117.65,0.00,117.65,0.00,"39,164.00"
06 Feb 2020,Spend Money,"CARD - HighRise - Highrise Plus Plan 
February 6, 2020 - March 6, 2020",13430347,EUR,44.69,0.00,44.69,0.00,"39,208.69"
07 Feb 2020,Spend Money,zapier - P0602US 20.00@0.91200,,EUR,18.24,0.00,18.24,0.00,"39,226.93"
10 Feb 2020,Spend Money,"Lucid Software - Lucidchart Basic
Feb 10, 2020 – Feb
10, 2021",4828975,EUR,73.06,0.00,73.06,0.00,"39,299.99"
11 Feb 2020,Spend Money,"Zoho - Service : Zoho People
Plan : Premium
Payment Duration : Monthly
Start 11 February 2020 End 10 March 2020
Users : 5
Non Users : 30",9463808,EUR,40.59,0.00,40.59,0.00,"39,340.58"
11 Feb 2020,Spend Money,Zoho - Zoho service People,,EUR,40.59,0.00,40.59,0.00,"39,381.17"
12 Feb 2020,Spend Money,Zoho - Zoho Service people,,EUR,43.05,0.00,43.05,0.00,"39,424.22"
12 Feb 2020,Spend Money,"Zoho - Service : Zoho Recruit
Plan : Standard
Payment Duration : Monthly
Start 12 February 2020 End 11 March 2020
Recruiter : 1
Employee : 10",9464913,EUR,43.05,0.00,43.05,0.00,"39,467.27"
13 Feb 2020,Spend Money,Hubspot - Billed Monthly - Marketing Hub Starter (1000 contacts included),650968,EUR,56.58,0.00,56.58,0.00,"39,523.85"
13 Feb 2020,Spend Money,Zoho - POS12FEB ZOHO-ZOHO CO,,EUR,221.40,0.00,221.40,0.00,"39,745.25"
16 Feb 2020,Spend Money,"GoDaddy.com, LLC - CARD - GLOBAL Domain Name Registration - Renewal",62A381193C777064S,EUR,117.32,0.00,117.32,0.00,"39,862.57"
17 Feb 2020,Spend Money,GMELIUS - POS15FEB GMELIUS,545,EUR,9.84,0.00,9.84,0.00,"39,872.41"
17 Feb 2020,Spend Money,GMELIUS - POS15FEB GMELIUS,545,EUR,39.68,0.00,39.68,0.00,"39,912.09"
17 Feb 2020,Spend Money,GMELIUS - POS15FEB GMELIUS,545,EUR,9.99,0.00,9.99,0.00,"39,922.08"
17 Feb 2020,Spend Money,GMELIUS - POS15FEB GMELIUS PLUS,545,EUR,10.00,0.00,10.00,0.00,"39,932.08"
18 Feb 2020,Spend Money,WONDER IDEA TECHNOLOGY LIMITED - Online Brochure Flipbook Software,,EUR,14.28,0.00,14.28,0.00,"39,946.36"
18 Feb 2020,Spend Money,GMELIUS - POS17FEB GMELIUS,545,EUR,9.22,0.00,9.22,0.00,"39,955.58"
18 Feb 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Jan 2020 to 16 Feb 2020. ",IN-1898713,EUR,27.72,0.00,27.72,0.00,"39,983.30"
19 Feb 2020,Spend Money,Hubspot - Sales Hub Professional Onboarding - February,1904648,EUR,282.90,0.00,282.90,0.00,"40,266.20"
20 Feb 2020,Spend Money,Hubspot - POS19FEB HS_Ireland,545,EUR,565.80,0.00,565.80,0.00,"40,832.00"
23 Feb 2020,Spend Money,MyInterview - Growth Package,2686,EUR,17.62,0.00,17.62,0.00,"40,849.62"
24 Feb 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
(02/20/2020-03/19/2020)",INV05428886,EUR,12.98,0.00,12.98,0.00,"40,862.60"
24 Feb 2020,Spend Money,ADOBE - POS21FEB Adobe.com,545,EUR,30.74,0.00,30.74,0.00,"40,893.34"
25 Feb 2020,Spend Money,GMELIUS - POS24FEB GMELIUS,545,EUR,6.89,0.00,6.89,0.00,"40,900.23"
25 Feb 2020,Spend Money,GODADDY - POS24FEB PAYPAL *GODA,545,EUR,235.30,0.00,235.30,0.00,"41,135.53"
25 Feb 2020,Spend Money,SOFTWARE - P2402US 69.00@0.92550,553,EUR,63.86,0.00,63.86,0.00,"41,199.39"
27 Feb 2020,Spend Money,"GoDaddy.com, LLC - CARD - Domain Name Renewal",,EUR,61.71,0.00,61.71,0.00,"41,261.10"
27 Feb 2020,Spend Money,SOFTWARE - P2602BG  2.46@0.92276,553,EUR,2.27,0.00,2.27,0.00,"41,263.37"
27 Feb 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS26FEB PAYPAL *GODA",545,EUR,28.02,0.00,28.02,0.00,"41,291.39"
29 Feb 2020,Spend Money,"CARD - Google - Google Cloud- G Suit
Feb 01,2020 - Feb 29, 2020",3705563250,EUR,116.42,0.00,116.42,0.00,"41,407.81"
01 Mar 2020,Payable Invoice,"Fidelo - Fidelo School - Elite package
# Period: 01.02.2020 until 29.02.2020",5172,EUR,460.53,0.00,460.53,0.00,"41,868.34"
09 Mar 2020,Spend Money,"HighRise - CARD - Highrise Plus Plan
March 6, 2020 - April 6, 2020

P0603US 49.00@0.89204",13492370,EUR,43.71,0.00,43.71,0.00,"41,912.05"
09 Mar 2020,Spend Money,"zapier - Sync App

P0603US 20.00@0.89200",,EUR,17.84,0.00,17.84,0.00,"41,929.89"
11 Mar 2020,Spend Money,"Hubspot - Marketing Hub Starter (1000 contacts included)

Charge for 11/03/2020 - 10/04/2020",,EUR,56.58,0.00,56.58,0.00,"41,986.47"
13 Mar 2020,Spend Money,A2 Hosting - Prestige+ Managed VPS - server.ulearnschool.com (03/12/2020 - 06/11/2020),A2H-1258105,EUR,278.30,0.00,278.30,0.00,"42,264.77"
16 Mar 2020,Spend Money,"GoDaddy.com, LLC - CARD - Domain Name Renewal",480-505-8855,EUR,20.83,0.00,20.83,0.00,"42,285.60"
16 Mar 2020,Spend Money,ZOOM - DD - POS13MAR ZOOM.EUR,545,EUR,279.09,0.00,279.09,0.00,"42,564.69"
16 Mar 2020,Spend Money,GMELIUS - POS15MAR GMELIUS PLUS,545,EUR,90.00,0.00,90.00,0.00,"42,654.69"
17 Mar 2020,Spend Money,WONDER IDEA TECHNOLOGY LIMITED - Online Brochure Flipbook Software,,EUR,13.98,0.00,13.98,0.00,"42,668.67"
18 Mar 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Feb 2020 to 16 Mar 2020.",IN-1952715,EUR,27.39,0.00,27.39,0.00,"42,696.06"
19 Mar 2020,Spend Money,"Hubspot - Sales Hub Professionl (5 users included)
Charge for 19/03/2020 - 18/04/2020",,EUR,565.80,0.00,565.80,0.00,"43,261.86"
23 Mar 2020,Spend Money,SOFTWARE - POS21MAR Adobe.com,POS21MAR Adobe.com,EUR,30.74,0.00,30.74,0.00,"43,292.60"
24 Mar 2020,Spend Money,"MyInterview - Growth Package
P2303AU 19.00@0.94052",,EUR,17.87,0.00,17.87,0.00,"43,310.47"
25 Mar 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
03/20/2020-04/19/2020
Month",INV05542277,EUR,13.16,0.00,13.16,0.00,"43,323.63"
25 Mar 2020,Spend Money,"GoDaddy.com, LLC - CARD - Domain Renewal",P2403US 69.00@0.93289,EUR,64.37,0.00,64.37,0.00,"43,388.00"
26 Mar 2020,Spend Money,Go Daddy Europe Limited - CARD - Domain Name Renewal,,EUR,12.29,0.00,12.29,0.00,"43,400.29"
27 Mar 2020,Spend Money,SOFTWARE - P2603BG  2.46@0.91869,553,EUR,2.26,0.00,2.26,0.00,"43,402.55"
30 Mar 2020,Spend Money,SOFTWARE - P2903US 12.99@0.91301,553,EUR,11.86,0.00,11.86,0.00,"43,414.41"
01 Apr 2020,Payable Invoice,"Fidelo - Fidelo School 
Period: 01.03.2020 until 31.03.2020",5272,EUR,460.53,0.00,460.53,0.00,"43,874.94"
06 Apr 2020,Spend Money,Clipchamp - P0304AU 72.00@0.92902,553,EUR,66.89,0.00,66.89,0.00,"43,941.83"
14 Apr 2020,Spend Money,ZOOM - ZOOM,,EUR,279.09,0.00,279.09,0.00,"44,220.92"
14 Apr 2020,Spend Money,GODADDY - Web,,EUR,51.64,0.00,51.64,0.00,"44,272.56"
20 Apr 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
04/20/2020-05/19/2020
Month ",INV05645274,EUR,12.95,0.00,12.95,0.00,"44,285.51"
21 Apr 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS20APR DNH*GODADDY.",545,EUR,23.53,0.00,23.53,0.00,"44,309.04"
21 Apr 2020,Spend Money,Hubspot - POS20APR HS_Ireland,545,EUR,56.58,0.00,56.58,0.00,"44,365.62"
21 Apr 2020,Spend Money,Hubspot - POS20APR HS_Ireland,545,EUR,565.80,0.00,565.80,0.00,"44,931.42"
22 Apr 2020,Spend Money,ADOBE - POS21APR Adobe.com,545,EUR,30.74,0.00,30.74,0.00,"44,962.16"
27 Apr 2020,Spend Money,"GoDaddy.com, LLC - CARD - P2404US 69.00@0.93246",553,EUR,64.34,0.00,64.34,0.00,"45,026.50"
27 Apr 2020,Spend Money,"GoDaddy.com, LLC - CARD - P2504US245.99@0.93239",553,EUR,229.36,0.00,229.36,0.00,"45,255.86"
29 Apr 2020,Spend Money,Google - CARD - G Suite Basic Usage Mar 1 - Mar 31,Gsuit,EUR,121.52,0.00,121.52,0.00,"45,377.38"
30 Apr 2020,Spend Money,"CARD - Google - Google Cloud - G Suite

Summary for Apr 1, 2020 - Apr 30, 2020",3726264209,EUR,110.42,0.00,110.42,0.00,"45,487.80"
01 May 2020,Payable Invoice,"Fidelo - Fidelo School - Elite package
Period: 01.04.2020 until 30.04.2020

Covid-19 Special Discount
# 20% off our list prices",5377,EUR,352.24,0.00,352.24,0.00,"45,840.04"
01 May 2020,Spend Money,SOFTWARE - P3004BG  2.46@0.92276,553,EUR,2.27,0.00,2.27,0.00,"45,842.31"
05 May 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Mar 2020 to 16 Apr 2020. ",IN-2007506,EUR,27.44,0.00,27.44,0.00,"45,869.75"
07 May 2020,Payable Invoice,LETSHOST IBANIE11AIBK93131411670079 - u-learn.ie domain renewal,906689,EUR,33.20,0.00,33.20,0.00,"45,902.95"
07 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS06MAY GODADDY COM",545,EUR,29.91,0.00,29.91,0.00,"45,932.86"
07 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS06MAY DNH*GODADDY.",545,EUR,6.14,0.00,6.14,0.00,"45,939.00"
08 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS07MAY GODADDY COM",545,EUR,117.83,0.00,117.83,0.00,"46,056.83"
14 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS13MAY DNH*GODADDY.",545,EUR,14.72,0.00,14.72,0.00,"46,071.55"
15 May 2020,Spend Money,ZOOM - DD - POS14MAY ZOOM.EUR,545,EUR,279.09,0.00,279.09,0.00,"46,350.64"
18 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS16MAY GODADDY COM",545,EUR,14.98,0.00,14.98,0.00,"46,365.62"
18 May 2020,Spend Money,Facebook - CARD - POS15MAY FACEBK *M4GG,545,EUR,3.62,0.00,3.62,0.00,"46,369.24"
19 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS18MAY GODADDY COM",545,EUR,12.29,0.00,12.29,0.00,"46,381.53"
20 May 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Apr 2020 to 16 May 2020.",IN-2062808,EUR,27.81,0.00,27.81,0.00,"46,409.34"
20 May 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
05/20/2020-06/19/2020
Month ",INV05746217,EUR,12.80,0.00,12.80,0.00,"46,422.14"
21 May 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS20MAY GODADDY COM",545,EUR,47.13,0.00,47.13,0.00,"46,469.27"
22 May 2020,Spend Money,ADOBE - POS21MAY Adobe.com,545,EUR,30.74,0.00,30.74,0.00,"46,500.01"
27 May 2020,Spend Money,SOFTWARE - P2605BG  2.46@0.91869,553,EUR,2.26,0.00,2.26,0.00,"46,502.27"
29 May 2020,Spend Money,SOFTWARE - P2905US 12.99@0.90993,553,EUR,11.82,0.00,11.82,0.00,"46,514.09"
04 Jun 2020,Spend Money,"CARD - Google - Google Cloud - G suit

Summary for May 1, 2020 - May 31, 2020",3742047133,EUR,76.75,0.00,76.75,0.00,"46,590.84"
04 Jun 2020,Payable Invoice,"Fidelo - Fidelo School - Elite package
Period: 01.05.2020 until 31.05.2020",5481,EUR,218.96,0.00,218.96,0.00,"46,809.80"
15 Jun 2020,Spend Money,ZOOM - DD - POS13JUN ZOOM.EUR,545,EUR,279.09,0.00,279.09,0.00,"47,088.89"
18 Jun 2020,Spend Money,"A2 Hosting - Prestige+ Managed VPS - server.ulearnschool.com (06/12/2020 - 09/11/2020)
Softaculous License: Softaculous Basic
Server Options: Europe (Amsterdam) + SSD Storage
Extra IP Address: No additional IPs
Turbo Boost: None *",A2H-1373230,EUR,278.30,0.00,278.30,0.00,"47,367.19"
18 Jun 2020,Spend Money,"Hubspot - Marketing Hub starter (1,000 contacts included)

Sales Hub Professional (5 Users included)

Charge for: 22/04/2020 - 21/07/2020",2200767,EUR,"1,322.09",0.00,"1,322.09",0.00,"48,689.28"
18 Jun 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 May 2020 to 16 Jun 2020.",IN-2118542,EUR,26.77,0.00,26.77,0.00,"48,716.05"
22 Jun 2020,Spend Money,Zopim - CARD - P2006US 14.00@0.89571,553,EUR,12.54,0.00,12.54,0.00,"48,728.59"
22 Jun 2020,Spend Money,ADOBE - POS21JUN Adobe.com,545,EUR,30.74,0.00,30.74,0.00,"48,759.33"
22 Jun 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS19JUN GODADDY COM",545,EUR,61.44,0.00,61.44,0.00,"48,820.77"
29 Jun 2020,Spend Money,SOFTWARE - P2606BG  2.46@0.89430,553,EUR,2.20,0.00,2.20,0.00,"48,822.97"
01 Jul 2020,Payable Invoice,Fidelo - Fidelo School - Elite package,5580,EUR,226.32,0.00,226.32,0.00,"49,049.29"
02 Jul 2020,Spend Money,LETSHOST - POS01JUL LETSHOST.IE,545,EUR,33.20,0.00,33.20,0.00,"49,082.49"
03 Jul 2020,Spend Money,Google - CARD - POS02JUL GOOGLE *GSUI,545,EUR,76.75,0.00,76.75,0.00,"49,159.24"
06 Jul 2020,Spend Money,GODADDY - POS05JUL GODADDY COM,545,EUR,14.21,0.00,14.21,0.00,"49,173.45"
08 Jul 2020,Spend Money,SOFTWARE - P0607GB  7.38@1.11517,553,EUR,8.23,0.00,8.23,0.00,"49,181.68"
13 Jul 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS12JUL DNH*GODADDY.",545,EUR,49.59,0.00,49.59,0.00,"49,231.27"
13 Jul 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS11JUL DNH*GODADDY.",545,EUR,125.82,0.00,125.82,0.00,"49,357.09"
15 Jul 2020,Spend Money,ZOOM - DD - POS14JUL ZOOM.EUR,545,EUR,279.09,0.00,279.09,0.00,"49,636.18"
17 Jul 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS16JUL GODADDY COM",545,EUR,71.93,0.00,71.93,0.00,"49,708.11"
20 Jul 2020,Spend Money,CARD - Google - POS18JUL GOOGLE *Goog,545,EUR,9.99,0.00,9.99,0.00,"49,718.10"
20 Jul 2020,Spend Money,Xero Subscription - CARD - P1707US 30.00@0.87933,553,EUR,26.38,0.00,26.38,0.00,"49,744.48"
22 Jul 2020,Spend Money,Zopim - CARD - Zendesk - Monthly payment,,EUR,12.26,0.00,12.26,0.00,"49,756.74"
22 Jul 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS21JUL GODADDY COM",545,EUR,32.23,0.00,32.23,0.00,"49,788.97"
22 Jul 2020,Spend Money,ADOBE - POS21JUL Adobe.com,545,EUR,30.74,0.00,30.74,0.00,"49,819.71"
27 Jul 2020,Spend Money,Gtmhub - OKR - P2607BG  2.46@0.86178,553,EUR,2.12,0.00,2.12,0.00,"49,821.83"
29 Jul 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS28JUL DNH*GODADDY.",545,EUR,103.17,0.00,103.17,0.00,"49,925.00"
31 Jul 2020,Spend Money,"CARD - Google - Google Cloud - G Suite

Summary for Jul 1, 2020 - Jul 31, 2020",3768441922,EUR,76.75,0.00,76.75,0.00,"50,001.75"
01 Aug 2020,Payable Invoice,"Fidelo - Fidelo School - Elite Package

# Period: 01.07.2020 until 31.07.2020",5684,EUR,254.61,0.00,254.61,0.00,"50,256.36"
13 Aug 2020,Spend Money,Zoho - POS12AUG ZOHO-ZOHO CO,545,EUR,18.45,0.00,18.45,0.00,"50,274.81"
13 Aug 2020,Spend Money,Zoho - POS12AUG ZOHO-PEOPLE,545,EUR,3.69,0.00,3.69,0.00,"50,278.50"
13 Aug 2020,Spend Money,Zoho - POS12AUG ZOHO-PEOPLE,545,EUR,1.23,0.00,1.23,0.00,"50,279.73"
13 Aug 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS12AUG DNH*GODADDY.",545,EUR,6.14,0.00,6.14,0.00,"50,285.87"
14 Aug 2020,Spend Money,ZOOM - DD - POS13AUG ZOOM.EUR,545,EUR,279.09,0.00,279.09,0.00,"50,564.96"
14 Aug 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS13AUG GODADDY.COM",545,EUR,94.27,0.00,94.27,0.00,"50,659.23"
14 Aug 2020,Spend Money,WONDER IDEA TECHNOLOGY LIMITED - POS12AUG PAYPAL *WOND,545,EUR,13.19,0.00,13.19,0.00,"50,672.42"
17 Aug 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Jul 2020 to 16 Aug 2020. ",IN-2232608,EUR,25.37,0.00,25.37,0.00,"50,697.79"
17 Aug 2020,Spend Money,TradingView - P1408US 14.95@0.84882,553,EUR,12.69,0.00,12.69,0.00,"50,710.48"
17 Aug 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS14AUG DNH*GODADDY.",545,EUR,23.57,0.00,23.57,0.00,"50,734.05"
19 Aug 2020,Payable Invoice,A2 Hosting - SSL Cert,A2H-1446122,EUR,81.77,0.00,81.77,0.00,"50,815.82"
20 Aug 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
08/20/2020-09/19/2020
Mont",INV06060154,EUR,11.91,0.00,11.91,0.00,"50,827.73"
24 Aug 2020,Spend Money,TradingView - P2208US 29.95@0.85075,553,EUR,25.48,0.00,25.48,0.00,"50,853.21"
24 Aug 2020,Spend Money,CRO.com - POS21AUG MCO,545,EUR,499.87,0.00,499.87,0.00,"51,353.08"
24 Aug 2020,Spend Money,ADOBE - POS21AUG Adobe.com,545,EUR,30.74,0.00,30.74,0.00,"51,383.82"
25 Aug 2020,Spend Money,CRO.com - POS24AUG MCO,545,EUR,498.33,0.00,498.33,0.00,"51,882.15"
27 Aug 2020,Spend Money,Gtmhub - OKR - P2608BG  2.46@0.84959,553,EUR,2.09,0.00,2.09,0.00,"51,884.24"
28 Aug 2020,Spend Money,SOFTWARE - P2708GB  2.62@1.11832,553,EUR,2.93,0.00,2.93,0.00,"51,887.17"
28 Aug 2020,Spend Money,SOFTWARE - P2708GB  0.82@1.12195,553,EUR,0.92,0.00,0.92,0.00,"51,888.09"
28 Aug 2020,Spend Money,SOFTWARE - P2708GB  7.91@1.12010,553,EUR,8.86,0.00,8.86,0.00,"51,896.95"
28 Aug 2020,Spend Money,SOFTWARE - P2708GB  1.88@1.12234,553,EUR,2.11,0.00,2.11,0.00,"51,899.06"
31 Aug 2020,Spend Money,"CARD - Google - Google Cloud - G suit

Summary for Aug 1, 2020 - Aug 31, 2020
",3783983630,EUR,76.75,0.00,76.75,0.00,"51,975.81"
01 Sept 2020,Spend Money,SOFTWARE - P3108GB 15.96@1.12218,553,EUR,17.91,0.00,17.91,0.00,"51,993.72"
02 Sept 2020,Spend Money,CARD - Google - POS01SEP GOOGLE *ADS1,545,EUR,500.00,0.00,500.00,0.00,"52,493.72"
07 Sept 2020,Spend Money,CRO.com - POS05SEP MCO,545,EUR,429.06,0.00,429.06,0.00,"52,922.78"
07 Sept 2020,Spend Money,CRO.com - POS05SEP MCO,545,EUR,424.82,0.00,424.82,0.00,"53,347.60"
08 Sept 2020,Spend Money,CARD - Google - POS07SEP GOOGLE *ADS1,545,EUR,500.00,0.00,500.00,0.00,"53,847.60"
09 Sept 2020,Payable Invoice,"Fidelo - Fidelo School - Elite package
# Period: 01.08.2020 until 31.08.2020",5776,EUR,254.61,0.00,254.61,0.00,"54,102.21"
14 Sept 2020,Payable Invoice,"A2 Hosting - Prestige+ Managed VPS - server.ulearnschool.com (09/12/2020 - 12/11/2020)
",A2H-1478405,EUR,278.30,0.00,278.30,0.00,"54,380.51"
14 Sept 2020,Spend Money,ZOOM - DD - POS13SEP ZOOM.EUR,545,EUR,274.55,0.00,274.55,0.00,"54,655.06"
14 Sept 2020,Spend Money,Zoho - POS11SEP ZOHO-PEOPLE,545,EUR,22.99,0.00,22.99,0.00,"54,678.05"
14 Sept 2020,Spend Money,WONDER IDEA TECHNOLOGY LIMITED - POS12SEP PAYPAL *WOND,545,EUR,13.09,0.00,13.09,0.00,"54,691.14"
15 Sept 2020,Spend Money,CARD - Google - POS14SEP GOOGLE *ADS1,,EUR,500.00,0.00,500.00,0.00,"55,191.14"
17 Sept 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS16SEP GODADDY.COM",,EUR,10.88,0.00,10.88,0.00,"55,202.02"
17 Sept 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS16SEP DNH*GODADDY.",,EUR,1.22,0.00,1.22,0.00,"55,203.24"
17 Sept 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS16SEP DNH*GODADDY.",,EUR,12.29,0.00,12.29,0.00,"55,215.53"
17 Sept 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Aug 2020 to 16 Sep 2020.",IN-2291152,EUR,25.56,0.00,25.56,0.00,"55,241.09"
21 Sept 2020,Spend Money,CARD - Google - POS17SEP GOOGLE*GOOGL,,EUR,9.99,0.00,9.99,0.00,"55,251.08"
22 Sept 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
09/20/2020-10/19/2020
Month ",INV06165988,EUR,11.94,0.00,11.94,0.00,"55,263.02"
23 Sept 2020,Spend Money,ADOBE - POS21SEP Adobe.com,,EUR,30.24,0.00,30.24,0.00,"55,293.26"
28 Sept 2020,Spend Money,Gtmhub - OKR - P2609BG  2.46@0.86178,,EUR,2.12,0.00,2.12,0.00,"55,295.38"
29 Sept 2020,Spend Money,Hubspot - Marketing Hub Starter and Sales Hub Professional,2309626,EUR,"2,206.62",0.00,"2,206.62",0.00,"57,502.00"
30 Sept 2020,Spend Money,"CARD - Google - Summary for Sep 1, 2020 - Sep 30, 2020",3799130901,EUR,75.50,0.00,75.50,0.00,"57,577.50"
01 Oct 2020,Payable Invoice,"Fidelo - Fidelo School - Elite package

# Period: 01.09.2020 until 30.09.2020",5873,EUR,250.47,0.00,250.47,0.00,"57,827.97"
05 Oct 2020,Spend Money,Blacknight - POS02OCT BLACKNIGHT I,,EUR,30.24,0.00,30.24,0.00,"57,858.21"
05 Oct 2020,Spend Money,Blacknight - POS02OCT BLACKNIGHT I,,EUR,60.44,0.00,60.44,0.00,"57,918.65"
05 Oct 2020,Spend Money,TradingView - P0310US 29.95@0.85509,,EUR,25.61,0.00,25.61,0.00,"57,944.26"
05 Oct 2020,Spend Money,SOFTWARE - P0310GB 14.87@1.10558,,EUR,16.44,0.00,16.44,0.00,"57,960.70"
07 Oct 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS06OCT GODADDY.COM",,EUR,13.33,0.00,13.33,0.00,"57,974.03"
12 Oct 2020,Spend Money,Zoho - POS11OCT ZOHO-PEOPLE,,EUR,22.99,0.00,22.99,0.00,"57,997.02"
13 Oct 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS12OCT DNH*GODADDY.",,EUR,43.85,0.00,43.85,0.00,"58,040.87"
14 Oct 2020,Spend Money,ZOOM - DD - POS13OCT ZOOM.EUR,,EUR,274.55,0.00,274.55,0.00,"58,315.42"
14 Oct 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS13OCT DNH*GODADDY.",,EUR,40.62,0.00,40.62,0.00,"58,356.04"
17 Oct 2020,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Sep 2020 to 16 Oct 2020.",IN-2350739,EUR,25.66,0.00,25.66,0.00,"58,381.70"
19 Oct 2020,Spend Money,CARD - Google - POS18OCT GOOGLE *Goog,,EUR,9.99,0.00,9.99,0.00,"58,391.69"
19 Oct 2020,Spend Money,"GoDaddy.com, LLC - CARD - POS16OCT GODADDY.COM",,EUR,10.88,0.00,10.88,0.00,"58,402.57"
20 Oct 2020,Spend Money,"Zopim - CARD - Chat Basic Subscription
10/20/2020-11/19/2020
Month",INV06273521,EUR,11.84,0.00,11.84,0.00,"58,414.41"
22 Oct 2020,Payable Invoice,"Hubspot - Marketing Hub Starter (1,000 Contacts Included)
Charge for: 22/10/2020 - 21/1/2021

3,000 Additional Contacts
Charge for: 22/10/2020 - 21/1/2021 
Sales Hub Professional (5 Users Included)
Charge for: 22/10/2020 - 21/1/2021",2567228,EUR,"2,315.94",0.00,"2,315.94",0.00,"60,730.35"
22 Oct 2020,Spend Money,ADOBE - POS21OCT Adobe.com,,EUR,30.24,0.00,30.24,0.00,"60,760.59"
27 Oct 2020,Spend Money,Gtmhub - OKR - P2610BG  2.46@0.84552,,EUR,2.08,0.00,2.08,0.00,"60,762.67"
31 Oct 2020,Spend Money,"CARD - Google - Summary for Oct 1, 2020 - Oct 31, 2020",3812885152,EUR,75.50,0.00,75.50,0.00,"60,838.17"
